BOOT: COLD start (reason=no_marker)
============================================================
  WARRIOR BOT — SUB-BOT (IBKR data + Alpaca exec hybrid)
  Data:    IB Gateway port 4002 clientId=2
  Exec:    AlpacaBroker (paper=true)
  State:   session_state_alpaca/
  Cache:   tick_cache_alpaca/
  Squeeze: OFF
  MP: OFF
  MP V2 (Re-Entry): OFF
  Short: OFF
  Max entries/day: unlimited
  Buying power: 50% of 2x margin
  Port: 4002
  Risk: 3.5% per trade
  Starting Equity: $30,000
  Max Daily Loss: $3,000 (2% of equity, scaling)
  Windows: 04:00-20:00
  SQ Target R: 1.5
  WB notional cap (at starting equity $30,000): effective=$30,000 (equity_cap=$30,000, floor=$10,000, ceiling=$50,000)
  WB pyramid: OFF
============================================================
⚠️  WARNING: WB_SQUEEZE_ENABLED is OFF — bot will not trade squeezes!
  Set WB_SQUEEZE_ENABLED=1 in .env or environment to enable.

Pre-flight port check:
  Port 4002: IN USE
  Port 7497: free
  Watchdog: armed (kills bot if main thread frozen >120s)
Alpaca connected (PAPER)
📦 Tick flush thread started (every 30s)
📊 Risk flush thread started (every 60s)
Connected: True
Account: ['DUQ143444']
Broker: ALPACA
  Position sync: No open positions at broker. Clean start.
Account equity: $28,321
EPL initialized: 1 strategies registered

Bot running. Windows: 04:00-20:00 ET. Ctrl+C to stop.
[04:01:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=0 | no symbols
[14:49:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=203 | AEHL:40t/? ATRA:5t/? LESL:32t/? LNKS:6t/? MOBX:41t/? QUCY:77t/? SST:2t/?
  Tick cache: AEHL → +53 ticks (total 71,555)
  Tick cache: LESL → +41 ticks (total 87,903)
  Tick cache: QUCY → +94 ticks (total 91,426)
  Tick cache: LNKS → +21 ticks (total 60,330)
  Tick cache: MOBX → +69 ticks (total 85,478)
  Tick cache: ATRA → +19 ticks (total 3,283)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 105 ticks in last 60s, last_price=$4.66, last_tick_time=14:49:37
  TICK AUDIT: ATRA: 29 ticks in last 60s, last_price=$9.46, last_tick_time=14:49:34
  TICK AUDIT: LESL: 65 ticks in last 60s, last_price=$3.18, last_tick_time=14:49:36
  TICK AUDIT: LNKS: 42 ticks in last 60s, last_price=$1.54, last_tick_time=14:49:30
  TICK AUDIT: MOBX: 140 ticks in last 60s, last_price=$2.53, last_tick_time=14:49:37
  TICK AUDIT: QUCY: 168 ticks in last 60s, last_price=$2.45, last_tick_time=14:49:38
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.29, last_tick_time=14:48:39
  Tick cache: MOBX → +93 ticks (total 85,571)
  Tick cache: AEHL → +56 ticks (total 71,611)
  Tick cache: LESL → +30 ticks (total 87,933)
  Tick cache: QUCY → +82 ticks (total 91,508)
  Tick cache: LNKS → +30 ticks (total 60,360)
  Tick cache: ATRA → +10 ticks (total 3,293)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:50:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=223 | AEHL:30t/? ATRA:0t/? LESL:27t/? LNKS:21t/? MOBX:86t/? QUCY:59t/? SST:0t/?
[14:50 ET] MOBX CHART | O=2.51 H=2.53 L=2.50 C=2.50 V=61,762 | EMA9=none VWAP=2.68 (-6.6%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:50 ET] QUCY CHART | O=2.45 H=2.47 L=2.44 C=2.46 V=37,625 | EMA9=none VWAP=2.30 (+7.2%) HOD=3.13 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:50:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=237 | AEHL:30t/? ATRA:0t/? LESL:27t/? LNKS:21t/? MOBX:94t/? QUCY:65t/? SST:0t/?
[14:50 ET] AEHL CHART | O=4.73 H=4.74 L=4.62 C=4.65 V=20,040 | EMA9=none VWAP=4.83 (-3.8%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:50 ET] LNKS CHART | O=1.55 H=1.55 L=1.53 C=1.53 V=11,842 | EMA9=none VWAP=1.98 (-22.8%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:50 ET] LESL CHART | O=3.20 H=3.21 L=3.17 C=3.17 V=7,389 | EMA9=none VWAP=3.07 (+3.3%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:50 ET] ATRA CHART | O=9.48 H=9.48 L=9.38 C=9.46 V=1,813 | EMA9=none VWAP=9.84 (-3.9%) HOD=10.80 PM_H=10.40 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: LESL → +34 ticks (total 87,967)
  Tick cache: MOBX → +148 ticks (total 85,719)
  Tick cache: QUCY → +91 ticks (total 91,599)
  Tick cache: AEHL → +43 ticks (total 71,654)
  Tick cache: LNKS → +32 ticks (total 60,392)
  Tick cache: ATRA → +1 ticks (total 3,294)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 68 ticks in last 60s, last_price=$4.61, last_tick_time=14:50:37
  TICK AUDIT: ATRA: 4 ticks in last 60s, last_price=$9.46, last_tick_time=14:50:32
  TICK AUDIT: LESL: 62 ticks in last 60s, last_price=$3.17, last_tick_time=14:50:38
  TICK AUDIT: LNKS: 58 ticks in last 60s, last_price=$1.56, last_tick_time=14:50:37
  TICK AUDIT: MOBX: 298 ticks in last 60s, last_price=$2.56, last_tick_time=14:50:38
  TICK AUDIT: QUCY: 166 ticks in last 60s, last_price=$2.48, last_tick_time=14:50:38
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.29, last_tick_time=14:48:39
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[14:50 ET] SST CHART | O=3.29 H=3.29 L=3.29 C=3.29 V=200 | EMA9=none VWAP=3.37 (-2.3%) HOD=3.50 PM_H=3.50 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +90 ticks (total 91,689)
  Tick cache: MOBX → +179 ticks (total 85,898)
  Tick cache: AEHL → +34 ticks (total 71,688)
  Tick cache: LNKS → +29 ticks (total 60,421)
  Tick cache: LESL → +44 ticks (total 88,011)
  Tick cache: ATRA → +3 ticks (total 3,297)
  Tick cache: SST → +2 ticks (total 2,122)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:51:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=237 | AEHL:29t/? ATRA:1t/? LESL:23t/? LNKS:10t/? MOBX:97t/? QUCY:75t/? SST:2t/?
[14:51:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=250 | AEHL:30t/? ATRA:1t/? LESL:23t/? LNKS:10t/? MOBX:104t/? QUCY:80t/? SST:2t/?
  Tick cache: MOBX → +143 ticks (total 86,041)
  Tick cache: AEHL → +28 ticks (total 71,716)
  Tick cache: QUCY → +248 ticks (total 91,937)
  Tick cache: LNKS → +7 ticks (total 60,428)
  Tick cache: LESL → +41 ticks (total 88,052)
  Tick cache: ATRA → +1 ticks (total 3,298)
  Tick cache: SST → +3 ticks (total 2,125)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 69 ticks in last 60s, last_price=$4.69, last_tick_time=14:51:38
  TICK AUDIT: ATRA: 1 ticks in last 60s, last_price=$9.46, last_tick_time=14:50:55
  TICK AUDIT: LESL: 83 ticks in last 60s, last_price=$3.17, last_tick_time=14:51:38
  TICK AUDIT: LNKS: 23 ticks in last 60s, last_price=$1.54, last_tick_time=14:51:27
  TICK AUDIT: MOBX: 248 ticks in last 60s, last_price=$2.53, last_tick_time=14:51:38
  TICK AUDIT: QUCY: 431 ticks in last 60s, last_price=$2.69, last_tick_time=14:51:38
  TICK AUDIT: SST: 6 ticks in last 60s, last_price=$3.30, last_tick_time=14:51:34
  Tick cache: MOBX → +100 ticks (total 86,141)
  Tick cache: LNKS → +13 ticks (total 60,441)
  Tick cache: QUCY → +259 ticks (total 92,196)
  Tick cache: LESL → +52 ticks (total 88,104)
  Tick cache: AEHL → +43 ticks (total 71,759)
  Tick cache: SST → +1 ticks (total 2,126)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:52:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=294 | AEHL:21t/? ATRA:0t/? LESL:31t/? LNKS:5t/? MOBX:70t/? QUCY:163t/? SST:4t/?
[14:52:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=306 | AEHL:26t/? ATRA:0t/? LESL:31t/? LNKS:5t/? MOBX:73t/? QUCY:167t/? SST:4t/?
  Tick cache: QUCY → +211 ticks (total 92,407)
  Tick cache: AEHL → +38 ticks (total 71,797)
  Tick cache: LESL → +25 ticks (total 88,129)
  Tick cache: MOBX → +129 ticks (total 86,270)
  Tick cache: SST → +4 ticks (total 2,130)
  Tick cache: LNKS → +16 ticks (total 60,457)
  Tick cache: ATRA → +2 ticks (total 3,300)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 104 ticks in last 60s, last_price=$4.80, last_tick_time=14:52:38
  TICK AUDIT: ATRA: 5 ticks in last 60s, last_price=$9.48, last_tick_time=14:52:33
  TICK AUDIT: LESL: 64 ticks in last 60s, last_price=$3.15, last_tick_time=14:52:38
  TICK AUDIT: LNKS: 26 ticks in last 60s, last_price=$1.54, last_tick_time=14:52:33
  TICK AUDIT: MOBX: 236 ticks in last 60s, last_price=$2.52, last_tick_time=14:52:38
  TICK AUDIT: QUCY: 383 ticks in last 60s, last_price=$2.67, last_tick_time=14:52:38
  TICK AUDIT: SST: 4 ticks in last 60s, last_price=$3.29, last_tick_time=14:52:00
  Tick cache: AEHL → +93 ticks (total 71,890)
  Tick cache: QUCY → +168 ticks (total 92,575)
  Tick cache: MOBX → +122 ticks (total 86,392)
  Tick cache: LESL → +35 ticks (total 88,164)
  Tick cache: LNKS → +13 ticks (total 60,470)
  Tick cache: ATRA → +3 ticks (total 3,303)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:53:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=282 | AEHL:58t/? ATRA:0t/? LESL:25t/? LNKS:12t/? MOBX:66t/? QUCY:121t/? SST:0t/?
[14:53:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=289 | AEHL:59t/? ATRA:0t/? LESL:25t/? LNKS:12t/? MOBX:69t/? QUCY:124t/? SST:0t/?
  Tick cache: AEHL → +75 ticks (total 71,965)
  Tick cache: QUCY → +183 ticks (total 92,758)
  Tick cache: MOBX → +98 ticks (total 86,490)
  Tick cache: LESL → +33 ticks (total 88,197)
  Tick cache: LNKS → +26 ticks (total 60,496)
  Tick cache: ATRA → +2 ticks (total 3,305)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 149 ticks in last 60s, last_price=$4.95, last_tick_time=14:53:38
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.48, last_tick_time=14:53:19
  TICK AUDIT: LESL: 63 ticks in last 60s, last_price=$3.15, last_tick_time=14:53:38
  TICK AUDIT: LNKS: 48 ticks in last 60s, last_price=$1.51, last_tick_time=14:53:39
  TICK AUDIT: MOBX: 221 ticks in last 60s, last_price=$2.60, last_tick_time=14:53:39
  TICK AUDIT: QUCY: 345 ticks in last 60s, last_price=$2.62, last_tick_time=14:53:39
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.29, last_tick_time=14:52:00
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
  Tick cache: MOBX → +187 ticks (total 86,677)
  Tick cache: QUCY → +157 ticks (total 92,915)
  Tick cache: LESL → +18 ticks (total 88,215)
[14:54:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=262 | AEHL:39t/? ATRA:0t/? LESL:13t/? LNKS:11t/? MOBX:113t/? QUCY:84t/? SST:2t/?
  Tick cache: LNKS → +25 ticks (total 60,521)
  Tick cache: AEHL → +71 ticks (total 72,036)
  Tick cache: SST → +2 ticks (total 2,132)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:54:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=270 | AEHL:39t/? ATRA:0t/? LESL:14t/? LNKS:12t/? MOBX:117t/? QUCY:86t/? SST:2t/?
  Tick cache: AEHL → +103 ticks (total 72,139)
  Tick cache: MOBX → +136 ticks (total 86,813)
  Tick cache: QUCY → +119 ticks (total 93,034)
  Tick cache: LESL → +17 ticks (total 88,232)
  Tick cache: LNKS → +25 ticks (total 60,546)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 146 ticks in last 60s, last_price=$4.93, last_tick_time=14:54:37
  TICK AUDIT: ATRA: 0 ticks in last 60s, last_price=$9.48, last_tick_time=14:53:19
  TICK AUDIT: LESL: 42 ticks in last 60s, last_price=$3.16, last_tick_time=14:54:38
  TICK AUDIT: LNKS: 36 ticks in last 60s, last_price=$1.52, last_tick_time=14:54:22
  TICK AUDIT: MOBX: 272 ticks in last 60s, last_price=$2.58, last_tick_time=14:54:38
  TICK AUDIT: QUCY: 247 ticks in last 60s, last_price=$2.61, last_tick_time=14:54:38
  TICK AUDIT: SST: 2 ticks in last 60s, last_price=$3.29, last_tick_time=14:53:41
⚠️ TICK DROUGHT: ATRA — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[14:55 ET] QUCY CHART | O=2.62 H=2.63 L=2.60 C=2.61 V=124,832 | EMA9=none VWAP=2.31 (+13.0%) HOD=3.13 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:55:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=216 | AEHL:45t/? ATRA:2t/? LESL:10t/? LNKS:5t/? MOBX:71t/? QUCY:83t/? SST:0t/?
[14:55 ET] AEHL CHART | O=4.95 H=5.04 L=4.87 C=4.98 V=18,037 | EMA9=none VWAP=4.83 (+3.1%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:55 ET] MOBX CHART | O=2.60 H=2.62 L=2.57 C=2.62 V=87,154 | EMA9=none VWAP=2.67 (-2.1%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:55:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=231 | AEHL:52t/? ATRA:2t/? LESL:10t/? LNKS:5t/? MOBX:73t/? QUCY:89t/? SST:0t/?
[14:55 ET] LNKS CHART | O=1.51 H=1.52 L=1.50 C=1.52 V=13,000 | EMA9=none VWAP=1.98 (-23.2%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +147 ticks (total 93,181)
  Tick cache: MOBX → +115 ticks (total 86,928)
  Tick cache: AEHL → +69 ticks (total 72,208)
  Tick cache: LESL → +29 ticks (total 88,261)
  Tick cache: ATRA → +2 ticks (total 3,307)
  Tick cache: LNKS → +10 ticks (total 60,556)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
[14:55 ET] LESL CHART | O=3.16 H=3.16 L=3.15 C=3.15 V=17,363 | EMA9=none VWAP=3.07 (+2.6%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: QUCY → +120 ticks (total 93,301)
  Tick cache: LNKS → +30 ticks (total 60,586)
  Tick cache: AEHL → +61 ticks (total 72,269)
  Tick cache: MOBX → +119 ticks (total 87,047)
  Tick cache: LESL → +41 ticks (total 88,302)
📦 Tick cache saved: 5 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 131 ticks in last 60s, last_price=$4.97, last_tick_time=14:55:39
  TICK AUDIT: ATRA: 2 ticks in last 60s, last_price=$9.46, last_tick_time=14:54:41
  TICK AUDIT: LESL: 54 ticks in last 60s, last_price=$3.16, last_tick_time=14:55:38
  TICK AUDIT: LNKS: 43 ticks in last 60s, last_price=$1.52, last_tick_time=14:55:36
  TICK AUDIT: MOBX: 220 ticks in last 60s, last_price=$2.63, last_tick_time=14:55:39
  TICK AUDIT: QUCY: 233 ticks in last 60s, last_price=$2.59, last_tick_time=14:55:39
  TICK AUDIT: SST: 0 ticks in last 60s, last_price=$3.29, last_tick_time=14:53:41
⚠️ TICK DROUGHT: SST — 0 ticks in last audit period. Resubscribing (attempt 1/3)...
[14:55 ET] SST CHART | O=3.29 H=3.29 L=3.29 C=3.29 V=800 | EMA9=none VWAP=3.37 (-2.2%) HOD=3.50 PM_H=3.50 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[14:56:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=250 | AEHL:37t/? ATRA:0t/? LESL:34t/? LNKS:14t/? MOBX:81t/? QUCY:82t/? SST:2t/?
[14:56:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=261 | AEHL:37t/? ATRA:0t/? LESL:34t/? LNKS:14t/? MOBX:85t/? QUCY:89t/? SST:2t/?
  Tick cache: MOBX → +132 ticks (total 87,179)
  Tick cache: QUCY → +136 ticks (total 93,437)
  Tick cache: LESL → +45 ticks (total 88,347)
  Tick cache: AEHL → +65 ticks (total 72,334)
  Tick cache: LNKS → +26 ticks (total 60,612)
  Tick cache: SST → +2 ticks (total 2,134)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
  Tick cache: QUCY → +98 ticks (total 93,535)
  Tick cache: AEHL → +59 ticks (total 72,393)
  Tick cache: MOBX → +113 ticks (total 87,292)
  Tick cache: LNKS → +42 ticks (total 60,654)
  Tick cache: LESL → +32 ticks (total 88,379)
  Tick cache: SST → +7 ticks (total 2,141)
  Tick cache: ATRA → +1 ticks (total 3,308)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 110 ticks in last 60s, last_price=$4.90, last_tick_time=14:56:39
  TICK AUDIT: ATRA: 3 ticks in last 60s, last_price=$9.46, last_tick_time=14:56:39
  TICK AUDIT: LESL: 78 ticks in last 60s, last_price=$3.17, last_tick_time=14:56:39
  TICK AUDIT: LNKS: 62 ticks in last 60s, last_price=$1.51, last_tick_time=14:56:38
  TICK AUDIT: MOBX: 219 ticks in last 60s, last_price=$2.62, last_tick_time=14:56:39
  TICK AUDIT: QUCY: 213 ticks in last 60s, last_price=$2.58, last_tick_time=14:56:39
  TICK AUDIT: SST: 9 ticks in last 60s, last_price=$3.30, last_tick_time=14:56:31
[14:57:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=258 | AEHL:48t/? ATRA:3t/? LESL:27t/? LNKS:25t/? MOBX:64t/? QUCY:84t/? SST:7t/?
[14:57:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=269 | AEHL:49t/? ATRA:6t/? LESL:28t/? LNKS:26t/? MOBX:68t/? QUCY:85t/? SST:7t/?
  Tick cache: MOBX → +99 ticks (total 87,391)
  Tick cache: LNKS → +39 ticks (total 60,693)
  Tick cache: AEHL → +65 ticks (total 72,458)
  Tick cache: LESL → +39 ticks (total 88,418)
  Tick cache: QUCY → +109 ticks (total 93,644)
  Tick cache: ATRA → +9 ticks (total 3,317)
  Tick cache: SST → +7 ticks (total 2,148)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 98 ticks in last 60s, last_price=$4.83, last_tick_time=14:57:39
  TICK AUDIT: ATRA: 47 ticks in last 60s, last_price=$9.67, last_tick_time=14:57:39
  TICK AUDIT: LESL: 58 ticks in last 60s, last_price=$3.17, last_tick_time=14:57:38
  TICK AUDIT: LNKS: 74 ticks in last 60s, last_price=$1.46, last_tick_time=14:57:39
  TICK AUDIT: MOBX: 254 ticks in last 60s, last_price=$2.65, last_tick_time=14:57:39
  TICK AUDIT: QUCY: 236 ticks in last 60s, last_price=$2.55, last_tick_time=14:57:39
  TICK AUDIT: SST: 10 ticks in last 60s, last_price=$3.30, last_tick_time=14:57:32
  Tick cache: QUCY → +135 ticks (total 93,779)
  Tick cache: AEHL → +36 ticks (total 72,494)
  Tick cache: MOBX → +164 ticks (total 87,555)
  Tick cache: LESL → +23 ticks (total 88,441)
  Tick cache: LNKS → +38 ticks (total 60,731)
  Tick cache: ATRA → +41 ticks (total 3,358)
  Tick cache: SST → +3 ticks (total 2,151)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:58:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=206 | AEHL:21t/? ATRA:8t/? LESL:10t/? LNKS:12t/? MOBX:87t/? QUCY:67t/? SST:1t/?
[14:58:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=217 | AEHL:23t/? ATRA:8t/? LESL:10t/? LNKS:14t/? MOBX:92t/? QUCY:69t/? SST:1t/?
[WB] [14:58 ET] ATRA WB_OBSERVE: wave_id=36 dir=up mag=3.20%
  Tick cache: MOBX → +165 ticks (total 87,720)
  Tick cache: QUCY → +103 ticks (total 93,882)
  Tick cache: SST → +1 ticks (total 2,152)
  Tick cache: LNKS → +28 ticks (total 60,759)
  Tick cache: ATRA → +19 ticks (total 3,377)
  Tick cache: LESL → +39 ticks (total 88,480)
  Tick cache: AEHL → +35 ticks (total 72,529)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 95 ticks in last 60s, last_price=$4.73, last_tick_time=14:58:40
  TICK AUDIT: ATRA: 31 ticks in last 60s, last_price=$9.69, last_tick_time=14:58:39
  TICK AUDIT: LESL: 75 ticks in last 60s, last_price=$3.17, last_tick_time=14:58:39
  TICK AUDIT: LNKS: 52 ticks in last 60s, last_price=$1.47, last_tick_time=14:58:34
  TICK AUDIT: MOBX: 309 ticks in last 60s, last_price=$2.74, last_tick_time=14:58:40
  TICK AUDIT: QUCY: 216 ticks in last 60s, last_price=$2.59, last_tick_time=14:58:39
  TICK AUDIT: SST: 5 ticks in last 60s, last_price=$3.29, last_tick_time=14:58:39
  Tick cache: QUCY → +125 ticks (total 94,007)
  Tick cache: MOBX → +179 ticks (total 87,899)
  Tick cache: LESL → +38 ticks (total 88,518)
  Tick cache: LNKS → +24 ticks (total 60,783)
  Tick cache: AEHL → +67 ticks (total 72,596)
  Tick cache: ATRA → +11 ticks (total 3,388)
  Tick cache: SST → +5 ticks (total 2,157)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[14:59:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=252 | AEHL:18t/? ATRA:5t/? LESL:13t/? LNKS:3t/? MOBX:137t/? QUCY:67t/? SST:9t/?
[14:59:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=266 | AEHL:18t/? ATRA:5t/? LESL:14t/? LNKS:3t/? MOBX:147t/? QUCY:70t/? SST:9t/?
  Tick cache: MOBX → +205 ticks (total 88,104)
  Tick cache: QUCY → +96 ticks (total 94,103)
  Tick cache: LESL → +29 ticks (total 88,547)
  Tick cache: AEHL → +32 ticks (total 72,628)
  Tick cache: SST → +11 ticks (total 2,168)
  Tick cache: ATRA → +24 ticks (total 3,412)
  Tick cache: LNKS → +14 ticks (total 60,797)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
  TICK AUDIT: AEHL: 89 ticks in last 60s, last_price=$4.90, last_tick_time=14:59:39
  TICK AUDIT: ATRA: 25 ticks in last 60s, last_price=$9.69, last_tick_time=14:59:20
  TICK AUDIT: LESL: 38 ticks in last 60s, last_price=$3.16, last_tick_time=14:59:40
  TICK AUDIT: LNKS: 25 ticks in last 60s, last_price=$1.46, last_tick_time=14:59:30
  TICK AUDIT: MOBX: 353 ticks in last 60s, last_price=$2.74, last_tick_time=14:59:39
  TICK AUDIT: QUCY: 172 ticks in last 60s, last_price=$2.56, last_tick_time=14:59:39
  TICK AUDIT: SST: 18 ticks in last 60s, last_price=$3.28, last_tick_time=14:59:39
  Tick cache: LESL → +26 ticks (total 88,573)
  Tick cache: AEHL → +67 ticks (total 72,695)
  Tick cache: MOBX → +142 ticks (total 88,246)
  Tick cache: QUCY → +88 ticks (total 94,191)
  Tick cache: ATRA → +1 ticks (total 3,413)
  Tick cache: LNKS → +14 ticks (total 60,811)
  Tick cache: SST → +6 ticks (total 2,174)
📦 Tick cache saved: 7 symbols → tick_cache_alpaca/2026-05-14/
[15:00 ET] QUCY CHART | O=2.56 H=2.58 L=2.54 C=2.54 V=55,475 | EMA9=none VWAP=2.31 (+9.8%) HOD=3.13 PM_H=2.11 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[15:00 ET] ATRA CHART | O=9.69 H=9.70 L=9.65 C=9.69 V=3,038 | EMA9=none VWAP=9.83 (-1.5%) HOD=10.80 PM_H=10.40 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[15:00 ET] MOBX CHART | O=2.75 H=2.78 L=2.74 C=2.77 V=75,702 | EMA9=none VWAP=2.67 (+3.8%) HOD=3.48 PM_H=2.64 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[15:00 ET] AEHL CHART | O=4.75 H=4.90 L=4.73 C=4.85 V=17,627 | EMA9=none VWAP=4.83 (+0.4%) HOD=5.89 PM_H=5.48 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[15:00:00 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=219 | AEHL:33t/? ATRA:1t/? LESL:41t/? LNKS:10t/? MOBX:79t/? QUCY:55t/? SST:0t/?
[15:00 ET] LNKS CHART | O=1.47 H=1.50 L=1.45 C=1.45 V=24,876 | EMA9=none VWAP=1.97 (-26.5%) HOD=2.47 PM_H=2.47 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
[15:00:01 ET] ACTIVE | flat | daily=$+0 (0t) | conn=OK | ticks=228 | AEHL:33t/? ATRA:5t/? LESL:41t/? LNKS:11t/? MOBX:81t/? QUCY:57t/? SST:0t/?
[15:00 ET] LESL CHART | O=3.16 H=3.16 L=3.14 C=3.14 V=5,240 | EMA9=none VWAP=3.07 (+2.3%) HOD=4.50 PM_H=1.99 | MACD=N/A vol_ratio=0.0x avg_vol=0 bars=0 | sq=N/A armed=none
  Tick cache: LESL → +55 ticks (total 88,628)
  Tick cache: MOBX → +106 ticks (total 88,352)
  Tick cache: QUCY → +79 ticks (total 94,270)
  Tick cache: AEHL → +58 ticks (total 72,753)
  Tick cache: LNKS → +31 ticks (total 60,842)
  Tick cache: ATRA → +5 ticks (total 3,418)
📦 Tick cache saved: 6 symbols → tick_cache_alpaca/2026-05-14/
